hour,0
0,80996
1,48605
2,31287
3,22046
4,23966
5,60219
6,159430
7,338198
8,520256
9,417844
10,336534
11,354015
12,399639
13,424305
14,460528
15,502445
16,559001
17,683688
18,614716
19,443604
20,300968
21,222506
22,174209
23,125489
